original_document_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
https://docs.searchunify.com/Content/Search-Tuning/Auto.htm,0.34950674,0.2785196,0.2774272,0.10608806,0.0,0.012016699,0.0,0.028162614,0.25183582,0.10382186,0.06812139,0.027067088,0.072529614,0.34129494,0.038585328,0.21803369,0.054121725,0.0,0.42389077,0.297984,0.21823159,0.38060415,0.359244,0.00014440576,0.02353142,0.0027296524,0.19563705,0.05946104,0.0,0.26019067,0.260651,0.0,0.0,0.3659221,0.24106303,0.35989553,0.042667657,0.12159741,0.06267599,0.0017533861,0.0,0.3800342,0.0,0.105598584,0.31638736,0.38057283,0.0024653662,0.015386366,0.050615,0.25844067,0.1844359,0.0,0.22111729,0.20411292,0.32185468,0.29093486,0.25789893,0.22994125,0.094244584,0.25993663,0.13311598,0.02149731,0.083275676,0.0
https://docs.searchunify.com/Content/Search-Tuning/Enable-Facet-Interpreter.htm,0.2933755,0.23673542,0.2354145,0.09607926,0.0,0.0018935027,0.0,0.01354046,0.2106187,0.08931979,0.058519818,0.037358455,0.04029107,0.27235878,0.04873757,0.19579652,0.0033964561,0.0,0.33140498,0.24182926,0.17046589,0.29694745,0.295996,0.0,0.012164502,0.0038515944,0.19044676,0.02696959,0.0,0.22929296,0.20716758,0.0,0.0,0.2670196,0.19064365,0.30415496,0.036251433,0.09683536,0.048211075,0.0,0.0,0.31157723,0.0,0.08058202,0.25732148,0.3112538,1.2805685e-07,0.0104339225,0.021296974,0.1854738,0.13156101,2.1401793e-06,0.18783516,0.1605359,0.2675987,0.24660917,0.17898835,0.19350436,0.06446654,0.19061846,0.11814808,0.074067906,0.08168152,0.0005803034
https://docs.searchunify.com/Content/Search-Tuning/Enable-Rich-Snippets.htm,0.35825112,0.29539418,0.20195797,0.092689365,0.0,0.008126473,0.0,0.0,0.2774688,0.013648401,0.07551998,0.0022451403,0.047323205,0.3393041,0.037522327,0.24133417,0.0,0.0,0.3997041,0.30333292,0.27719137,0.3870565,0.33537734,0.0,0.006325625,0.0,0.13739456,0.08688168,0.0,0.24450867,0.30263293,0.0,0.0,0.39659733,0.29745102,0.36234343,0.048878357,0.004811246,0.13051131,0.0,0.0,0.36783403,0.0,0.0018124923,0.3687046,0.34959906,5.180482e-09,0.012362253,0.041578315,0.29494762,0.24929532,0.0,0.22269656,0.15623969,0.2927701,0.22786811,0.29047972,0.2551689,0.023154708,0.26501098,0.14309384,0.0,0.0062240204,0.0
https://docs.searchunify.com/Content/Search-Tuning/Intent-Tuning.htm,0.2482228,0.19916944,0.1641131,0.015859853,0.0,0.009393042,0.0,2.561137e-09,0.20035316,0.0019111382,0.011228473,0.0,0.03250659,0.2782325,0.04460513,0.16347313,0.0011776802,0.0,0.31569985,0.2494572,0.1970207,0.29271072,0.27866068,0.0,0.0049732854,0.0,0.103950605,0.1036095,0.0,0.19863014,0.23084927,0.0,0.0,0.3055846,0.24634904,0.30027968,0.046283774,0.0,0.087853186,0.02581188,0.0,0.3073199,0.0,0.006273179,0.27342296,0.2808687,0.0,3.0733645e-08,0.038479824,0.25325298,0.16852944,0.0075166835,0.20294519,0.15163922,0.20698524,0.20811278,0.21993354,0.17786011,0.0003761954,0.19010293,0.14248215,0.0,0.0,0.00070934556
https://docs.searchunify.com/Content/Security/IP-Restrictions.htm,0.24027601,0.18331438,0.2195962,0.08011875,0.0,0.0,0.0,0.0017213102,0.13566345,0.010622125,0.0,9.313226e-10,0.09314808,0.22771433,0.0,0.13649096,0.0,0.0,0.26195055,0.20341495,0.096170306,0.2625214,0.24356082,0.0,0.0,0.0,0.16666654,0.0,0.0,0.1996226,0.14584255,0.0,0.0,0.23523188,0.16489738,0.25163972,0.0016374476,0.0,0.0,0.0,0.0,0.25982553,0.0,0.12896626,0.21443883,0.25427532,0.0,0.0,0.029320996,0.1584856,0.102529645,0.0,0.16532625,0.16031732,0.22678038,0.23500901,0.11779376,0.12397976,0.036979612,0.16143283,0.093428716,0.0,0.04148897,0.0
https://docs.searchunify.com/Content/Virtual-Agent/Activate-Zendesk-Adapter.htm,0.2284568,0.17665951,0.18702322,0.010344295,0.0,3.0267984e-09,0.0,2.81604e-05,0.17800286,0.0036623152,0.050405912,0.06613528,0.011898611,0.23767638,0.06781042,0.16693263,0.0,0.0,0.26165134,0.24082562,0.16911763,0.23845191,0.25198048,0.0,2.2309832e-06,0.0,0.14099273,0.06670362,0.0,0.21162009,0.16346762,0.0,0.0,0.25889724,0.20646423,0.26264203,0.0013525565,9.313226e-10,0.042610496,0.0,0.0,0.25126284,0.0,0.017685346,0.2387729,0.24125591,0.0,0.0,0.00048638182,0.1832945,0.14516908,0.03141019,0.19106224,0.082638174,0.23596005,0.19772267,0.16538885,0.15932646,0.0019047083,0.15165296,0.15722747,0.0,0.006223688,6.9849193e-09
https://docs.searchunify.com/Content/Virtual-Agent/Chat-Transcript.htm,0.30192646,0.22937456,0.25027898,0.008958025,0.0,0.046860985,0.0,0.0,0.19009018,0.0234554,0.0,0.0,0.05363737,0.36038274,0.024929013,0.15361843,0.046343323,0.0,0.40207803,0.2872004,0.21223876,0.34999025,0.3603891,0.01750557,0.0,0.0,0.16701066,0.0849678,0.0,0.22512347,0.26549643,0.0,0.0,0.34913546,0.25899366,0.3596705,7.660128e-08,0.0026641267,0.034623403,0.0,0.0,0.39795193,0.0,0.050965317,0.3026694,0.3571186,0.020982053,0.0,0.06775804,0.3073349,0.17310172,0.008235059,0.23707551,0.19920179,0.25975627,0.30897316,0.24872136,0.16784935,0.009586146,0.2380039,0.14265358,0.0,0.0011141316,0.0022749999
https://docs.searchunify.com/Content/Virtual-Agent/Response-Type-Selection.htm,0.32215995,0.22306381,0.3028398,0.051210016,0.0,0.0,0.0,0.02040261,0.14556873,0.041886304,0.0,3.259629e-09,0.10704522,0.3454272,0.0,0.14412364,0.027543234,0.0,0.4083804,0.27205634,0.14841536,0.33730775,0.33786047,0.0004982557,0.0,0.0,0.24474643,0.010323072,0.0,0.23048672,0.22741017,0.0,0.0,0.3111121,0.22338325,0.34144187,0.0,0.007829683,0.0,0.0,0.0,0.37867725,0.0,0.14894864,0.26983,0.3727697,0.0030353533,0.0,0.042607818,0.2562939,0.11421266,0.0,0.2193855,0.22362949,0.2976335,0.33396888,0.17259695,0.12976247,0.05530311,0.21957819,0.14570552,0.00022188295,0.041276023,0.011279698
https://docs.searchunify.com/Default.htm,0.058454588,0.050275337,0.033434123,0.009831838,0.0,0.00012599787,2.613939e-11,1.261345e-09,0.03264875,0.001958331,0.017005336,0.009386523,0.0044830455,0.05047485,0.008319068,0.032093268,0.0,0.0,0.049739636,0.04956998,0.033698183,0.048005752,0.04983113,0.0,0.004298603,1.9891946e-10,0.029181354,0.031093195,0.0,0.05379818,0.03851588,0.0,0.0,0.05541053,0.04426511,0.06451421,0.0062850052,0.005519704,0.014755615,0.010699101,0.0,0.04317948,0.0,0.010765037,0.051336803,0.057965465,0.0,0.008838659,0.0038577612,0.037009243,0.023361083,0.013625047,0.050027046,0.04292307,0.051627193,0.05089151,0.0272762,0.03556733,0.008340115,0.039652944,0.039853077,0.0,0.0,0.0
https://docs.searchunify.com/Default.mcwebhelp,0.058454588,0.050275337,0.033434123,0.009831838,0.0,0.00012599787,2.613939e-11,1.261345e-09,0.03264875,0.001958331,0.017005336,0.009386523,0.0044830455,0.05047485,0.008319068,0.032093268,0.0,0.0,0.049739636,0.04956998,0.033698183,0.048005752,0.04983113,0.0,0.004298603,1.9891946e-10,0.029181354,0.031093195,0.0,0.05379818,0.03851588,0.0,0.0,0.05541053,0.04426511,0.06451421,0.0062850052,0.005519704,0.014755615,0.010699101,0.0,0.04317948,0.0,0.010765037,0.051336803,0.057965465,0.0,0.008838659,0.0038577612,0.037009243,0.023361083,0.013625047,0.050027046,0.04292307,0.051627193,0.05089151,0.0272762,0.03556733,0.008340115,0.039652944,0.039853077,0.0,0.0,0.0
